mcid,program,peer_group
MCID3111421783,Electrical,starters
MCID3111421908,Mechanical,starters
MCID3111422389,Civil,starters
MCID3111422716,Civil,starters
MCID3111422851,Civil,starters
MCID3111422866,Electrical,starters
MCID3111423057,Electrical,starters
MCID3111423072,Civil,starters
MCID3111423179,Electrical,starters
MCID3111423195,Mechanical,starters
MCID3111423266,Mechanical,starters
MCID3111423290,Mechanical,starters
MCID3111423295,Civil,starters
MCID3111423302,Electrical,starters
MCID3111423390,Civil,starters
MCID3111423472,Civil,starters
MCID3111423614,Mechanical,starters
MCID3111423649,Mechanical,starters
MCID3111423650,Electrical,starters
MCID3111423695,Civil,starters
MCID3111423738,Mechanical,starters
MCID3111424068,Mechanical,starters
MCID3111424158,Electrical,starters
MCID3111424188,Civil,starters
MCID3111424191,Civil,starters
MCID3111424332,Mechanical,starters
MCID3111424583,Electrical,starters
MCID3111424617,Mechanical,starters
MCID3111424632,Mechanical,starters
MCID3111424966,Civil,starters
MCID3111424969,Mechanical,starters
MCID3111424999,Mechanical,starters
MCID3111425022,Civil,starters
MCID3111425027,Electrical,starters
MCID3111425041,Electrical,starters
MCID3111425150,Mechanical,starters
MCID3111425360,Mechanical,starters
MCID3111425625,Electrical,starters
MCID3111425743,Electrical,starters
MCID3111425744,Electrical,starters
MCID3111428584,Mechanical,starters
MCID3111430047,Electrical,starters
MCID3111430065,Mechanical,starters
MCID3111430162,Electrical,starters
MCID3111430352,Electrical,starters
MCID3111430392,Mechanical,starters
MCID3111432781,Civil,starters
MCID3111433198,Mechanical,starters
MCID3111433602,Electrical,starters
MCID3111436972,Civil,starters
MCID3111437114,Civil,starters
MCID3111437420,Mechanical,starters
MCID3111437462,Electrical,starters
MCID3111437533,Electrical,starters
MCID3111437540,Electrical,starters
MCID3111437663,Mechanical,starters
MCID3111437763,Mechanical,starters
MCID3111438271,Civil,starters
MCID3111439069,Electrical,starters
MCID3111439209,Mechanical,starters
MCID3111443155,Mechanical,starters
MCID3111443374,Electrical,starters
MCID3111443377,Mechanical,starters
MCID3111443538,Mechanical,starters
MCID3111443541,Electrical,starters
MCID3111443737,Mechanical,starters
MCID3111443754,Mechanical,starters
MCID3111443786,Mechanical,starters
MCID3111444503,Industrial,starters
MCID3111445301,Mechanical,starters
MCID3111445317,Mechanical,starters
MCID3111445415,Civil,starters
MCID3111446575,Civil,starters
MCID3111447687,Civil,starters
MCID3111447696,Civil,starters
MCID3111447727,Electrical,starters
MCID3111447746,Electrical,starters
MCID3111447749,Electrical,starters
MCID3111447764,Mechanical,starters
MCID3111447770,Civil,starters
MCID3111447779,Electrical,starters
MCID3111447797,Mechanical,starters
MCID3111447813,Mechanical,starters
MCID3111447943,Industrial,starters
MCID3111448159,Civil,starters
MCID3111448272,Civil,starters
MCID3111448335,Civil,starters
MCID3111448381,Civil,starters
MCID3111448434,Mechanical,starters
MCID3111448478,Mechanical,starters
MCID3111448601,Electrical,starters
MCID3111448672,Mechanical,starters
MCID3111448862,Civil,starters
MCID3111448944,Mechanical,starters
MCID3111449066,Industrial,starters
MCID3111449135,Mechanical,starters
MCID3111449138,Mechanical,starters
MCID3111449180,Industrial,starters
MCID3111449270,Electrical,starters
MCID3111449317,Electrical,starters
MCID3111449318,Mechanical,starters
MCID3111449510,Electrical,starters
MCID3111449511,Civil,starters
MCID3111449680,Civil,starters
MCID3111451974,Industrial,starters
MCID3111452127,Mechanical,starters
MCID3111452953,Industrial,starters
MCID3111453632,Civil,starters
MCID3111453787,Civil,starters
MCID3111454112,Mechanical,starters
MCID3111454125,Industrial,starters
MCID3111454205,Electrical,starters
MCID3111454222,Civil,starters
MCID3111456398,Electrical,starters
MCID3111456443,Civil,starters
MCID3111456678,Electrical,starters
MCID3111456890,Civil,starters
MCID3111456986,Mechanical,starters
MCID3111456991,Electrical,starters
MCID3111457236,Electrical,starters
MCID3111457701,Mechanical,starters
MCID3111458159,Civil,starters
MCID3111458331,Industrial,starters
MCID3111458353,Electrical,starters
MCID3111458354,Civil,starters
MCID3111458356,Mechanical,starters
MCID3111458588,Civil,starters
MCID3111458787,Civil,starters
MCID3111458807,Mechanical,starters
MCID3111459261,Electrical,starters
MCID3111459276,Civil,starters
MCID3111459875,Civil,starters
MCID3111459878,Civil,starters
MCID3111459880,Civil,starters
MCID3111459895,Civil,starters
MCID3111459903,Electrical,starters
MCID3111459906,Mechanical,starters
MCID3111459931,Mechanical,starters
MCID3111459934,Mechanical,starters
MCID3111460163,Electrical,starters
MCID3111460176,Mechanical,starters
MCID3111460368,Civil,starters
MCID3111460378,Civil,starters
MCID3111461123,Electrical,starters
MCID3111461451,Mechanical,starters
MCID3111461468,Mechanical,starters
MCID3111461835,Electrical,starters
MCID3111461855,Mechanical,starters
MCID3111461857,Electrical,starters
MCID3111461887,Electrical,starters
MCID3111462098,Mechanical,starters
MCID3111462351,Electrical,starters
MCID3111462363,Electrical,starters
MCID3111462383,Civil,starters
MCID3111462390,Electrical,starters
MCID3111463101,Civil,starters
MCID3111463134,Mechanical,starters
MCID3111463169,Civil,starters
MCID3111463182,Electrical,starters
MCID3111463185,Mechanical,starters
MCID3111463188,Mechanical,starters
MCID3111463191,Civil,starters
MCID3111463619,Mechanical,starters
MCID3111463641,Mechanical,starters
MCID3111463642,Electrical,starters
MCID3111463644,Civil,starters
MCID3111464127,Civil,starters
MCID3111464170,Civil,starters
MCID3111464642,Mechanical,starters
MCID3111464643,Mechanical,starters
MCID3111464703,Civil,starters
MCID3111464744,Civil,starters
MCID3111464750,Mechanical,starters
MCID3111464773,Mechanical,starters
MCID3111464802,Mechanical,starters
MCID3111464804,Mechanical,starters
MCID3111464818,Mechanical,starters
MCID3111465036,Industrial,starters
MCID3111465373,Mechanical,starters
MCID3111465404,Civil,starters
MCID3111465827,Electrical,starters
MCID3111465839,Electrical,starters
MCID3111465841,Civil,starters
MCID3111465860,Electrical,starters
MCID3111465875,Electrical,starters
MCID3111465877,Mechanical,starters
MCID3111466315,Mechanical,starters
MCID3111466322,Civil,starters
MCID3111466479,Electrical,starters
MCID3111466700,Electrical,starters
MCID3111466710,Electrical,starters
MCID3111466733,Mechanical,starters
MCID3111466744,Electrical,starters
MCID3111467079,Electrical,starters
MCID3111467115,Electrical,starters
MCID3111467118,Electrical,starters
MCID3111467403,Electrical,starters
MCID3111467408,Mechanical,starters
MCID3111467414,Electrical,starters
MCID3111467909,Electrical,starters
MCID3111467940,Electrical,starters
MCID3111467951,Mechanical,starters
MCID3111467959,Industrial,starters
MCID3111467993,Mechanical,starters
MCID3111468193,Electrical,starters
MCID3111468569,Mechanical,starters
MCID3111468570,Electrical,starters
MCID3111468583,Industrial,starters
MCID3111468592,Civil,starters
MCID3111469107,Electrical,starters
MCID3111472627,Civil,starters
MCID3111472952,Mechanical,starters
MCID3111473125,Civil,starters
MCID3111473423,Civil,starters
MCID3111473516,Mechanical,starters
MCID3111473526,Civil,starters
MCID3111473668,Electrical,starters
MCID3111473959,Electrical,starters
MCID3111473961,Civil,starters
MCID3111474463,Electrical,starters
MCID3111474505,Electrical,starters
MCID3111474635,Mechanical,starters
MCID3111474683,Mechanical,starters
MCID3111474685,Civil,starters
MCID3111474690,Mechanical,starters
MCID3111474821,Mechanical,starters
MCID3111474854,Civil,starters
MCID3111474983,Civil,starters
MCID3111474993,Civil,starters
MCID3111475053,Civil,starters
MCID3111475312,Electrical,starters
MCID3111475354,Electrical,starters
MCID3111475473,Mechanical,starters
MCID3111475506,Civil,starters
MCID3111475545,Electrical,starters
MCID3111475628,Electrical,starters
MCID3111475738,Civil,starters
MCID3111475817,Civil,starters
MCID3111475831,Electrical,starters
MCID3111475844,Electrical,starters
MCID3111475862,Electrical,starters
MCID3111476060,Mechanical,starters
MCID3111476107,Electrical,starters
MCID3111476156,Electrical,starters
MCID3111476216,Mechanical,starters
MCID3111476334,Civil,starters
MCID3111476494,Civil,starters
MCID3111476496,Civil,starters
MCID3111476517,Mechanical,starters
MCID3111476744,Mechanical,starters
MCID3111476768,Electrical,starters
MCID3111476826,Electrical,starters
MCID3111476967,Mechanical,starters
MCID3111477014,Electrical,starters
MCID3111477188,Civil,starters
MCID3111477227,Mechanical,starters
MCID3111477901,Civil,starters
MCID3111477965,Mechanical,starters
MCID3111478246,Civil,starters
MCID3111478310,Mechanical,starters
MCID3111478487,Civil,starters
MCID3111478608,Mechanical,starters
MCID3111478697,Mechanical,starters
MCID3111478702,Mechanical,starters
MCID3111478831,Electrical,starters
MCID3111478850,Electrical,starters
MCID3111478944,Civil,starters
MCID3111478973,Electrical,starters
MCID3111478993,Civil,starters
MCID3111479024,Civil,starters
MCID3111479075,Mechanical,starters
MCID3111479097,Mechanical,starters
MCID3111479315,Mechanical,starters
MCID3111479401,Civil,starters
MCID3111479471,Civil,starters
MCID3111479491,Civil,starters
MCID3111479514,Civil,starters
MCID3111479632,Electrical,starters
MCID3111479650,Mechanical,starters
MCID3111479655,Mechanical,starters
MCID3111479697,Mechanical,starters
MCID3111479716,Mechanical,starters
MCID3111479749,Civil,starters
MCID3111479815,Civil,starters
MCID3111479912,Mechanical,starters
MCID3111479945,Civil,starters
MCID3111480032,Civil,starters
MCID3111480192,Electrical,starters
MCID3111480208,Electrical,starters
MCID3111480210,Electrical,starters
MCID3111480321,Electrical,starters
MCID3111480328,Mechanical,starters
MCID3111480355,Civil,starters
MCID3111480361,Electrical,starters
MCID3111480573,Electrical,starters
MCID3111481187,Civil,starters
MCID3111481245,Civil,starters
MCID3111484411,Civil,starters
MCID3111484874,Electrical,starters
MCID3111486309,Electrical,starters
MCID3111486661,Civil,starters
MCID3111487039,Civil,starters
MCID3111489414,Civil,starters
MCID3111489548,Civil,starters
MCID3111489684,Mechanical,starters
MCID3111490418,Industrial,starters
MCID3111490422,Electrical,starters
MCID3111491224,Industrial,starters
MCID3111491292,Civil,starters
MCID3111491331,Mechanical,starters
MCID3111493838,Electrical,starters
MCID3111493914,Civil,starters
MCID3111493915,Civil,starters
MCID3111493950,Electrical,starters
MCID3111493956,Electrical,starters
MCID3111493961,Mechanical,starters
MCID3111493962,Electrical,starters
MCID3111494475,Mechanical,starters
MCID3111494580,Electrical,starters
MCID3111494598,Mechanical,starters
MCID3111494678,Electrical,starters
MCID3111500340,Civil,starters
MCID3111500497,Civil,starters
MCID3111500951,Civil,starters
MCID3111501076,Industrial,starters
MCID3111501211,Mechanical,starters
MCID3111501254,Electrical,starters
MCID3111503871,Civil,starters
MCID3111503875,Electrical,starters
MCID3111503953,Mechanical,starters
MCID3111503955,Electrical,starters
MCID3111503987,Electrical,starters
MCID3111504440,Electrical,starters
MCID3111504730,Mechanical,starters
MCID3111504781,Electrical,starters
MCID3111504850,Electrical,starters
MCID3111504868,Electrical,starters
MCID3111505104,Electrical,starters
MCID3111507068,Mechanical,starters
MCID3111507116,Mechanical,starters
MCID3111507509,Industrial,starters
MCID3111507650,Electrical,starters
MCID3111507655,Civil,starters
MCID3111507752,Mechanical,starters
MCID3111507784,Civil,starters
MCID3111508105,Mechanical,starters
MCID3111508191,Civil,starters
MCID3111508332,Electrical,starters
MCID3111508623,Mechanical,starters
MCID3111508629,Electrical,starters
MCID3111508703,Electrical,starters
MCID3111508736,Electrical,starters
MCID3111508843,Mechanical,starters
MCID3111509031,Electrical,starters
MCID3111509032,Electrical,starters
MCID3111509220,Industrial,starters
MCID3111509352,Electrical,starters
MCID3111509362,Electrical,starters
MCID3111512165,Electrical,starters
MCID3111512636,Mechanical,starters
MCID3111513233,Mechanical,starters
MCID3111513549,Industrial,starters
MCID3111513572,Electrical,starters
MCID3111513582,Electrical,starters
MCID3111513591,Industrial,starters
MCID3111513592,Electrical,starters
MCID3111513618,Electrical,starters
MCID3111513661,Mechanical,starters
MCID3111513672,Civil,starters
MCID3111516474,Electrical,starters
MCID3111516659,Industrial,starters
MCID3111516897,Mechanical,starters
MCID3111517238,Electrical,starters
MCID3111517254,Civil,starters
MCID3111517256,Electrical,starters
MCID3111518630,Industrial,starters
MCID3111518679,Mechanical,starters
MCID3111518711,Industrial,starters
MCID3111519219,Electrical,starters
MCID3111519451,Civil,starters
MCID3111519476,Mechanical,starters
MCID3111519517,Civil,starters
MCID3111519812,Civil,starters
MCID3111519865,Mechanical,starters
MCID3111520090,Industrial,starters
MCID3111520136,Civil,starters
MCID3111520451,Civil,starters
MCID3111520495,Electrical,starters
MCID3111520499,Mechanical,starters
MCID3111520542,Civil,starters
MCID3111520549,Electrical,starters
MCID3111521119,Mechanical,starters
MCID3111521142,Mechanical,starters
MCID3111521153,Industrial,starters
MCID3111521757,Mechanical,starters
MCID3111521766,Civil,starters
MCID3111522604,Civil,starters
MCID3111522637,Mechanical,starters
MCID3111522695,Civil,starters
MCID3111522698,Industrial,starters
MCID3111522885,Industrial,starters
MCID3111522911,Mechanical,starters
MCID3111522913,Industrial,starters
MCID3111523136,Mechanical,starters
MCID3111523164,Industrial,starters
MCID3111523764,Industrial,starters
MCID3111524268,Mechanical,starters
MCID3111524736,Civil,starters
MCID3111524763,Mechanical,starters
MCID3111524779,Mechanical,starters
MCID3111524804,Electrical,starters
MCID3111524807,Electrical,starters
MCID3111524817,Mechanical,starters
MCID3111524881,Mechanical,starters
MCID3111524893,Civil,starters
MCID3111524906,Electrical,starters
MCID3111525104,Industrial,starters
MCID3111525579,Civil,starters
MCID3111525842,Mechanical,starters
MCID3111525864,Mechanical,starters
MCID3111526317,Mechanical,starters
MCID3111526716,Mechanical,starters
MCID3111526723,Electrical,starters
MCID3111526724,Mechanical,starters
MCID3111526725,Electrical,starters
MCID3111526728,Mechanical,starters
MCID3111526736,Mechanical,starters
MCID3111526851,Electrical,starters
MCID3111526859,Electrical,starters
MCID3111526870,Industrial,starters
MCID3111526873,Mechanical,starters
MCID3111527030,Industrial,starters
MCID3111527045,Mechanical,starters
MCID3111527047,Electrical,starters
MCID3111527452,Civil,starters
MCID3111527501,Electrical,starters
MCID3111527673,Civil,starters
MCID3111527892,Civil,starters
MCID3111527913,Civil,starters
MCID3111527941,Electrical,starters
MCID3111528032,Electrical,starters
MCID3111528048,Industrial,starters
MCID3111528187,Civil,starters
MCID3111528194,Electrical,starters
MCID3111528205,Mechanical,starters
MCID3111528286,Civil,starters
MCID3111528573,Civil,starters
MCID3111528583,Industrial,starters
MCID3111528721,Industrial,starters
MCID3111528847,Mechanical,starters
MCID3111528854,Electrical,starters
MCID3111528864,Industrial,starters
MCID3111529202,Mechanical,starters
MCID3111529321,Mechanical,starters
MCID3111532323,Mechanical,starters
MCID3111532355,Civil,starters
MCID3111532419,Civil,starters
MCID3111532517,Civil,starters
MCID3111533209,Electrical,starters
MCID3111533351,Mechanical,starters
MCID3111533474,Civil,starters
MCID3111533479,Mechanical,starters
MCID3111533936,Civil,starters
MCID3111534127,Mechanical,starters
MCID3111534273,Mechanical,starters
MCID3111534336,Electrical,starters
MCID3111534345,Civil,starters
MCID3111534450,Civil,starters
MCID3111534690,Civil,starters
MCID3111534697,Civil,starters
MCID3111534763,Civil,starters
